geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
14407,-20.50234199999999,-47.4215895,franca,SP
14403,-20.54822779974972,-47.395897060007975,franca,SP
14406,-20.531151999894856,-47.43366787318517,franca,SP
14401,-20.530671079410943,-47.39851931627846,franca,SP
14580,-20.433990426300614,-47.81416224047547,guara,SP
14610,-20.43102420974765,-48.01701483913844,ipua,SP
14680,-21.026562514440098,-47.78329414537015,jardinopolis,SP
14783,-20.57622133702129,-48.57792225353819,barretos,SP
14801,-21.787360438801993,-48.19339828795659,araraquara,SP
14802,-21.760806096824155,-48.17228519205648,araraquara,SP
14808,-21.812698026371937,-48.15183966694556,araraquara,SP
14840,-21.36235769739203,-48.232975701561735,guariba,SP
14850,-21.367570681803436,-48.06270442872158,pradopolis,SP
14940,-21.7664768468313,-48.83154737836604,ibitinga,SP
14960,-21.46284342229134,-49.21918836311204,novo horizonte,SP
15025,-20.802436263463758,-49.39562406741489,sao jose do rio preto,SP
15053,-20.776666890782618,-49.36287357278835,sao jose do rio preto,SP
15014,-20.81734497064537,-49.38133679126948,sao jose do rio preto,SP
15081,-20.843801199497772,-49.368911185271784,são josé do rio preto,SP
15030,-20.79075839726487,-49.38146791931792,sao jose do rio preto,SP
15040,-20.799911489122422,-49.41898406325502,são josé do rio preto,SP
15170,-20.619786901756022,-49.64820320291271,tanabi,SP
15501,-20.433488753848312,-49.97851439170862,votuporanga,SP
15502,-20.405604560394835,-49.991952668038884,votuporanga,SP
15600,-20.28599742780295,-50.260633954189515,fernandopolis,SP
15601,-20.29811259961654,-50.25331663457617,fernandopolis,SP
15685,-20.004728455313117,-50.36990917648097,ouroeste,SP
15810,-21.162702972351784,-48.97639517069088,catanduva,SP
15950,-21.24607941923738,-48.80412605259864,santa adelia,SP
16072,-21.204108401787465,-50.45286394468003,aracatuba,SP
16057,-21.167685565641403,-50.44867684041202,araçatuba,SP
16012,-21.218321545934558,-50.400362346932894,araçatuba,SP
16200,-21.301705697260985,-50.33198634467411,birigui,SP
16301,-21.426570046543283,-50.06791761043272,penapolis,SP
17014,-22.331227499999997,-49.07597849999999,bauru,SP
17047,-22.33259929227913,-49.0443811707606,bauru,SP
17012,-22.332425763517893,-49.060789754631074,bauru,SP
17018,-22.359737431848437,-49.05231525174554,bauru,SP
17032,-22.32817929115924,-49.02886625465973,bauru,SP
17051,-22.33137826421038,-49.096775499711526,bauru,SP
17160,-22.032324794455896,-48.90920500612332,arealva,SP
17209,-22.27568678711987,-48.542599749927895,jau,SP
17208,-22.280791095202737,-48.552151330146394,jaú,SP
17250,-22.087700920983714,-48.7476570587839,bariri,SP
17210,-22.29164124459334,-48.54989181391441,jaú,SP
17300,-22.371028644611588,-48.38528974062769,dois corregos,SP
17400,-22.218988944556266,-49.64362334020589,garca,SP
17511,-22.181007751312862,-49.963543554532905,marilia,SP
17514,-22.188742247875222,-49.93422578806241,marilia,SP
17526,-22.229997861121024,-49.971617848460646,marilia,SP
17690,-21.925766053626717,-50.74077415347185,bastos,SP
17700,-21.787613665287076,-50.87213184519997,osvaldo cruz,SP
17900,-21.4988715,-51.537860999999985,dracena,SP
17980,-21.362307677836906,-51.86346633891845,panorama,SP
18035,-23.501058123111395,-47.46835501559965,sorocaba,SP
18074,-23.448281036643923,-47.48873627920402,sorocaba,SP
18090,-23.474158480273633,-47.4550642451937,sorocaba,SP
18055,-23.489741556206333,-47.509921178602326,sorocaba,SP
18025,-23.520480249006216,-47.44649732938174,sorocaba,SP
18052,-23.539013392723216,-47.491042295862435,sorocaba,SP
18048,-23.53401196947312,-47.46735238343239,sorocaba,SP
18057,-23.485249497922528,-47.50875151387845,sorocaba,SP
18021,-23.50616891395926,-47.43999487691152,sorocaba,SP
18110,-23.540699932021333,-47.45842622799934,votorantim,SP
18130,-23.53626695697963,-47.13489184347044,sao roque,SP
18136,-23.560963304272438,-47.14802654049926,sao roque,SP
18115,-23.556416991690117,-47.4445312013676,votorantim,SP
18112,-23.527046264130796,-47.43206506260343,votorantim,SP
18132,-23.521078528228543,-47.138172429386366,sao roque,SP
18500,-23.035824733186516,-47.836302659482904,laranjal paulista,SP
18685,-22.58508820351035,-48.810975219664904,lencois paulista,SP
18720,-23.385586077409,-48.71884722663808,paranapanema,SP
18701,-23.105366606727763,-48.91147056680601,avare,SP
19023,-22.11545190136955,-51.39640853541775,presidente prudente,SP
19050,-22.13375624761404,-51.402435088564296,presidente prudente,SP
19020,-22.13651597360134,-51.396204302534905,presidente prudente,SP
19063,-22.131826190859826,-51.450761316949546,presidente prudente,SP
19800,-22.667913335276126,-50.41920174522468,assis,SP
19814,-22.64961538190318,-50.406862966414685,assis,SP
19880,-22.752691244854066,-50.38967035867833,cândido mota,SP
19840,-22.612730029018138,-50.665364123190066,maracai,SP
19820,-22.751694253550635,-50.573949781499195,taruma,SP
19803,-22.679653253935193,-50.44287891853987,assis,SP
19906,-22.989455730881055,-49.87509247068391,ourinhos,SP
20021,-22.90970975575626,-43.17132226977895,rio de janeiro,RJ
20040,-22.906800000000004,-43.176623145421054,rio de janeiro,RJ
20230,-22.908714883432378,-43.193807831813686,rio de janeiro,RJ
20270,-22.920104850395337,-43.22138202997862,rio de janeiro,RJ
20261,-22.925732829755905,-43.22234726520112,rio de janeiro,RJ
20251,-22.923409610046747,-43.20650332223439,rio de janeiro,RJ
20521,-22.92505850706913,-43.230232813203365,rio de janeiro,RJ
20560,-22.918809812943554,-43.26535370468581,rio de janeiro,RJ
20550,-22.923980497085807,-43.22589028129148,rio de janeiro,RJ
20510,-22.932641211206686,-43.23915878100303,rio de janeiro,RJ
20520,-22.92931946221692,-43.23596118471042,rio de janeiro,RJ
20540,-22.92173310574757,-43.25868934445138,rio de janeiro,RJ
20720,-22.907125456287147,-43.29187014002536,rio de janeiro,RJ
20785,-22.887998108806,-43.27113442743371,rio de janeiro,RJ
20751,-22.886944522072778,-43.30459252553521,rio de janeiro,RJ
20725,-22.904585350539566,-43.27965950805009,rio de janeiro,RJ
20940,-22.898688716890845,-43.21711791782575,rio de janeiro,RJ
21021,-22.84545803220033,-43.26412144878531,rio de janeiro,RJ
21044,-22.855739132704457,-43.24139402405136,rio de janeiro,RJ
21210,-22.842290284753936,-43.297620711754945,rio de janeiro,RJ
21360,-22.867576228980287,-43.3308889694731,rio de janeiro,RJ
21351,-22.868008239252074,-43.344589396185654,rio de janeiro,RJ
21381,-22.878476937821056,-43.31517005147447,rio de janeiro,RJ
21635,-22.829193849010363,-43.408286706907525,rio de janeiro,RJ
21660,-22.842986588696125,-43.37442676618174,rio de janeiro,RJ
21750,-22.871499338334544,-43.41181417262971,rio de janeiro,RJ
21770,-22.887010089099146,-43.437039538432735,rio de janeiro,RJ
21740,-22.8864640049889,-43.37710932987132,rio de janeiro,RJ
21840,-22.874598503462455,-43.477731000000006,rio de janeiro,RJ
21825,-22.89211739578164,-43.47562901249349,rio de janeiro,RJ
21930,-22.819789537579453,-43.177251135490046,rio de janeiro,RJ
21920,-22.79448670552253,-43.19901880099832,rio de janeiro,RJ
22081,-22.9860379483813,-43.19247513503371,rio de janeiro,RJ
22040,-22.96700369193254,-43.18314576657629,rio de janeiro,RJ
22030,-22.968219049397007,-43.18823673772285,rio de janeiro,RJ
22010,-22.962079980841413,-43.1679761924808,rio de janeiro,RJ
22060,-22.973939675543914,-43.190175781579946,rio de janeiro,RJ
22011,-22.962511351924544,-43.17640771510184,rio de janeiro,RJ
22240,-22.93125598447676,-43.17881321481337,rio de janeiro,RJ
22291,-22.81859544240868,-43.27322500582838,rio de janeiro,RJ
22260,-22.949140243955277,-43.1890677882164,rio de janeiro,RJ
22440,-22.987106811270106,-43.22749700083673,rio de janeiro,RJ
22441,-22.983576810433398,-43.22072313001338,rio de janeiro,RJ
22470,-22.96555273382772,-43.216278332650404,rio de janeiro,RJ
22630,-23.010698995411467,-43.33245982226944,rio de janeiro,RJ
22793,-23.009270961423038,-43.42940927644404,rio de janeiro,RJ
22775,-22.972956517889177,-43.39706327699233,rio de janeiro,RJ
22790,-23.011334694990957,-43.450256415344235,rio de janeiro,RJ
22783,-22.99280667740874,-43.44828652055829,rio de janeiro,RJ
22735,-22.92013400805008,-43.36031889592586,rio de janeiro,RJ
22753,-22.97938068457905,-43.332765125437604,rio de janeiro,RJ
22760,-22.944914213716842,-43.34638345749923,rio de janeiro,RJ
22710,-22.933084232038713,-43.36663107132555,rio de janeiro,RJ
22743,-22.933479697760923,-43.350149913122536,rio de janeiro,RJ
23066,-22.883500722206897,-43.62784933672958,rio de janeiro,RJ
23017,-22.915539999999964,-43.54233999999997,rio de janeiro,RJ
23081,-22.894140573403014,-43.56270255675458,rio de janeiro,RJ
23093,-22.879871632812012,-43.53785563113858,rio de janeiro,RJ
23520,-22.932964791563265,-43.673679256592976,rio de janeiro,RJ
23894,-22.746307968387804,-43.69473581382141,seropedica,RJ
24020,-22.89428279372572,-43.120737032394075,niteroi,RJ
24027,-21.2189719026067,-41.87752350568823,niteroi,RJ
24120,-22.88248286955392,-43.088660754775304,niteroi,RJ
24230,-22.911270381614713,-43.10515133611283,niterói,RJ
24210,-22.901359568959617,-43.1241522171793,niteroi,RJ
24241,-22.903471560101476,-43.09538136456224,niteroi,RJ
24360,-22.920808619443406,-43.09368761944342,niteroi,RJ
24315,-22.892972503771126,-43.054212114815925,niteroi,RJ
24440,-22.827327017259556,-43.05044041062229,sao goncalo,RJ
24451,-22.827869999999994,-43.01969625000001,sao goncalo,RJ
24430,-22.82606973346271,-43.09243488435598,sao goncalo,RJ
24716,-22.79451691790931,-43.00826969494774,são gonçalo,RJ
24737,-22.830628775114185,-42.981006692644335,sao goncalo,RJ
24727,-22.788731205902764,-42.943115809557774,sao goncalo,RJ
25070,-22.785812893927694,-43.30804347053546,duque de caxias,RJ
25561,-22.77658387384398,-43.354144984238886,sao joao de meriti,RJ
25545,-22.781746615709963,-43.386535944348644,sao joao de meriti,RJ
25550,-22.768581305684975,-43.38321290201161,sao joao de meriti,RJ
25655,-22.52760750799953,-43.195055075889336,petrópolis,RJ
25620,-22.511952463273953,-43.1777121666574,petropolis,RJ
25645,-22.549033360244323,-43.210094724044055,petrópolis,RJ
25730,-22.389386316926604,-43.131794488742194,petropolis,RJ
25935,-22.610756596789887,-43.159740829359556,mage,RJ
25963,-22.416149820084954,-42.97702251227752,teresopolis,RJ
26255,-22.761992463604912,-43.45087260605272,nova iguacu,RJ
26266,-22.76048156962122,-43.496273239104795,nova iguacu,RJ
26216,-22.739764499999996,-43.49706074999999,nova iguacu,RJ
26221,-22.763825251207155,-43.436790830412576,nova iguacu,RJ
26310,-22.71897183001308,-43.56245863918872,queimados,RJ
26379,-22.75207045168108,-43.57632171567059,queimados,RJ
26510,-22.815880447852667,-43.41899267551425,nilópolis,RJ
26587,-22.80570702410461,-43.43308475188033,mesquita,RJ
27175,-22.609469999999945,-43.91234449999996,pirai,RJ
27281,-22.499360434358596,-44.10694753358529,volta redonda,RJ
27277,-22.498182754371285,-44.12361371579433,volta redonda,RJ
27288,-22.46640407937563,-44.09632304440533,volta redonda,RJ
27345,-22.54303759117662,-44.17532044976627,barra mansa,RJ
27525,-22.478050718016014,-44.50608144601535,resende,RJ
27700,-22.418541912748985,-43.67993483814997,vassouras,RJ
27920,-22.409683946328137,-41.80872105441502,macaé,RJ
28035,-21.753758653386228,-41.33389901937112,campos dos goytacazes,RJ
28020,-21.78080222519011,-41.30502259827724,campos dos goytacazes,RJ
28040,-21.926303520999966,-41.526771260999965,campos dos goytacazes,RJ
28148,-22.98536776591707,-44.30302379845107,tocos,RJ
28230,-21.4795193189133,-41.10923999356295,sao francisco de itabapoana,RJ
28300,-21.20851525964521,-41.87484723167247,itaperuna,RJ
28540,-22.02458009174551,-42.362842441067876,cordeiro,RJ
28640,-21.931793494070657,-42.609355451439974,carmo,RJ
28615,-22.31000521194919,-42.52023373510779,nova friburgo,RJ
28735,-22.105186951798135,-41.45979324090135,quissama,RJ
28770,-21.95976220264771,-42.01238047476166,santa maria madalena,RJ
28800,-22.7072351350913,-42.62882877464098,rio bonito,RJ
28893,-22.493219717159718,-41.91021028549174,rio das ostras,RJ
28880,-22.576493693936694,-41.98699034043617,barra de sao joao,RJ
28908,-22.918600080765664,-42.03848119319952,cabo frio,RJ
28909,-22.899295443931194,-42.04634624285419,cabo frio,RJ
28907,-22.87819893069184,-42.0153349507779,cabo frio,RJ
29055,-20.296512281724183,-40.29620870064644,vitoria,ES
29167,-20.1808755,-40.26153600000001,serra,ES
29101,-20.331612635508694,-40.27958609200332,vila velha,ES
29102,-20.37616120906966,-40.30529402401848,vila velha,ES
29156,-20.297536576315473,-40.400868537312284,cariacica,ES
29141,-20.35462393914272,-40.36810938316989,cariacica,ES
29161,-20.234324999999945,-40.27391449999996,serra,ES
29104,-20.38385571872436,-40.322682629277,vila velha,ES
29150,-20.3241488189149,-40.37596652382395,cariacica,ES
29142,-20.360647716191004,-40.36954639525296,cariacica,ES
29295,-20.522855653629467,-40.98712856025383,vargem alta,ES
29395,-20.23522317591383,-41.510972911180374,ibatiba,ES
29314,-20.832592499999993,-41.18073075000001,cachoeiro de itapemirim,ES
29450,-21.15709213056911,-41.56442773822537,apiaca,ES
29500,-20.75885563513341,-41.53546035543065,alegre,ES
29600,-20.072234826974274,-41.13260705353448,afonso claudio,ES
30180,-19.926141851520523,-43.93684827200066,belo horizonte,MG
30190,-19.921126734952896,-43.94119674937962,belo horizonte,MG
30220,-19.942447820416714,-43.91448426755726,belo horizonte,MG
30295,-19.91222323130401,-43.87804546638037,belo horizonte,MG
30380,-19.950113421576656,-43.95583838718328,belo horizonte,MG
30315,-19.95455748237063,-43.93409969455826,belo horizonte,MG
30441,-19.935201059120523,-43.9567957307693,belo horizonte,MG
30580,-19.95806146849216,-43.98571701122408,belo horizonte,MG
30710,-19.913521316405998,-43.95735564265109,belo horizonte,MG
30865,-19.918383328611025,-44.02052053981771,belo horizonte,MG
30840,-19.891079580904844,-43.99423022788376,belo horizonte,MG
30882,-19.885567704137554,-44.008161967799666,belo horizonte,MG
31050,-19.900238441628133,-43.903489639426446,belo horizonte,MG
31140,-19.892338512349244,-43.9326199797449,belo horizonte,MG
31170,-19.881438098245752,-43.91679121149515,belo horizonte,MG
31130,-19.885618959201338,-43.93859494364943,belo horizonte,MG
31150,-19.87553457706714,-43.94176194140331,belo horizonte,MG
31160,-19.8824409955566,-43.92902237968148,belo horizonte,MG
31275,-19.8566927082925,-43.9760083297362,belo horizonte,MG
31255,-19.878513898894187,-43.95694702879617,belo horizonte,MG
31330,-19.87964344047544,-44.003708868313176,belo horizonte,MG
31365,-19.855643489872442,-44.010183594494826,belo horizonte,MG
31530,-19.82037054203942,-43.98181463543774,belo horizonte,MG
31578,-19.80791248819901,-44.000379712735885,belo horizonte,MG
31748,-19.79768909694483,-43.93419895512006,belo horizonte,MG
31710,-19.843708202868147,-43.95899630890419,belo horizonte,MG
31814,-19.86128531082074,-43.92610114361865,belo horizonte,MG
31842,-19.840168078827364,-43.92329932223438,belo horizonte,MG
31910,-19.865544862340563,-43.920528432425364,belo horizonte,MG
32010,-19.940393531428466,-44.06063257014001,contagem,MG
32110,-19.885757096253922,-44.01809003760589,contagem,MG
32185,-19.849882697848685,-44.02029046658248,contagem,MG
32310,-19.944519773919623,-44.03388528779314,contagem,MG
32677,-19.941877521944868,-44.11327370697121,betim,MG
32604,-19.95866259017359,-44.19878943272789,betim,MG
33080,-19.820014513528548,-43.83030225884891,santa luzia,MG
33400,-19.5921849600698,-43.90098205233704,lagoa santa,MG
33913,-19.779029422913744,-44.0229254812176,ribeirao das neves,MG
34001,-19.989306206863183,-43.85077859693365,nova lima,MG
35057,-18.84144909699821,-41.96259175851705,governador valadares,MG
35300,-19.79022694508355,-42.14210229958086,caratinga,MG
35400,-20.38523748903572,-43.50551302553521,ouro preto,MG
35500,-20.146615317146374,-44.892591683425806,divinopolis,MG
35570,-20.474084262411907,-45.424321458052006,formiga,MG
35530,-20.437733622502854,-44.75914024487753,claudio,MG
35680,-20.082126604231757,-44.5732983518722,itauna,MG
35603,-19.948863062600466,-45.170397016630595,araujos,MG
35920,-19.770824131113795,-43.02637346071022,nova era,MG
36010,-21.76282506633389,-43.34295644532287,juiz de fora,MG
36016,-21.772205528997674,-43.35345796280802,juiz de fora,MG
36050,-21.729309223700177,-43.34147826034389,juiz de fora,MG
36033,-21.785166523457747,-43.360415544405335,juiz de fora,MG
36157,-21.509210218328228,-43.32506142162322,piau,MG
36205,-21.216647501342187,-43.75240420003465,barbacena,MG
36570,-20.721937677884224,-42.86601159708953,vicosa,MG
36884,-21.128427785734882,-42.37999506994058,muriae,MG
36930,-19.995880691249347,-42.05967924071428,simonesia,MG
37165,-21.112446198213934,-45.83234349689595,campo do meio,MG
37175,-20.944705621834668,-45.82709818233235,ilicinea,MG
37200,-21.24898018734491,-44.99817928074323,lavras,MG
37470,-22.131235113195316,-45.056949145523085,são lourenço,MG
37410,-21.692167942210077,-45.25804903964345,tres coracoes,MG
37443,-21.956309999999995,-44.882378788136165,baependi,MG
37502,-22.43106190186255,-45.455596859915836,itajuba,MG
37504,-22.42451926871875,-45.468141657836526,itajuba,MG
37580,-22.42880507067007,-46.569550269431765,monte siao,MG
37540,-22.243203015748463,-45.71330344759827,santa rita do sapucai,MG
37558,-22.26188292523682,-45.932666016606916,pouso alegre,MG
37570,-22.284424958581674,-46.37397062423884,ouro fino,MG
37564,-22.264093569966427,-46.15856420525942,borda da mata,MG
37584,-22.159375877706918,-46.04402732344177,congonhal,MG
37600,-22.61840566392406,-46.05692385089537,cambui,MG
37655,-22.772937340302025,-46.22335095804688,itapeva,MG
37660,-22.551107403951942,-45.77715379701644,paraisopolis,MG
37701,-21.791043351950446,-46.56244368105504,pocos de caldas,MG
37750,-21.680839261430666,-45.923257870065996,machado,MG
38082,-19.74407500582838,-47.90288184540368,uberaba,MG
38041,-19.7824995,-47.92378050000001,uberaba,MG
38182,-19.612724470940563,-46.92442159204857,araxa,MG
38280,-19.72379754927861,-50.184726351698124,iturama,MG
38230,-20.281069226229636,-49.20926164154711,fronteira,MG
38401,-18.882476025535222,-48.2792850313636,uberlandia,MG
38440,-18.65223568071188,-48.19343213192182,araguari,MG
38408,-18.925348871775622,-48.24236513543774,uberlandia,MG
38480,-18.593283298780594,-48.706135928993646,tupaciguara,MG
38442,-18.643784093954583,-48.20804381879092,araguari,MG
38570,-17.767613654159536,-47.09538818396859,guarda-mor,MG
38600,-17.211337793818256,-46.886436092783214,paracatu,MG
38700,-18.60497691187199,-46.52154885505743,patos de minas,MG
38900,-20.0077335,-45.978754499999994,bambui,MG
39100,-18.233984177733397,-43.59364621093363,diamantina,MG
39270,-17.34199668040074,-44.94194241063118,pirapora,MG
39390,-17.126574817685405,-43.81059822795839,bocaiuva,MG
39690,-17.84600196564932,-42.074535098920734,malacacheta,MG
39740,-18.784967749437957,-42.944086961896645,guanhaes,MG
39802,-17.877614947753674,-41.50059971564279,teofilo otoni,MG
40323,-12.960072125454408,-38.49810826519133,salvador,BA
41181,-12.948973826771525,-38.44396744212603,salvador,BA
41213,-12.929672913250002,-38.44511436823591,salvador,BA
41510,-12.913388098534215,-38.3535914984708,salvador,BA
41680,-12.951849983601575,-38.40262950983905,salvador,BA
41612,-12.946099557591308,-38.37794265375959,salvador,BA
41720,-12.973746698857436,-38.43905887177561,salvador,BA
41830,-13.00486273633788,-38.46539390896759,salvador,BA
41820,-12.98158709241737,-38.45526521634257,salvador,BA
42600,-12.738051063597293,-38.60252746856557,madre de deus,BA
42738,-12.895112589380958,-38.33895999999978,lauro de freitas,BA
42850,-12.612785254478522,-38.30880282506203,dias d'avila,BA
44082,-12.263456068378396,-38.9293114047869,feira de santana,BA
44200,-12.548774551976832,-38.712588249553484,santo amaro,BA
44380,-12.655868277332464,-39.10044839031422,cruz das almas,BA
45028,-14.859266906639835,-40.817382610599694,vitoria da conquista,BA
45026,-14.889352500000001,-40.84248825000001,vitoria da conquista,BA
45710,-15.119168211880428,-40.067230597501826,itororo,BA
45836,-17.03045192465799,-39.54123165657179,itamaraju,BA
45930,-18.074979210308037,-39.54390851092875,mucuri,BA
46430,-14.224788977578138,-42.77686614606025,guanambi,BA
47850,-12.08678562555841,-45.79992414323213,luis eduardo magalhaes,BA
47950,-12.234753551058443,-44.41808211184115,cristopolis,BA
48080,-12.131446680472528,-38.43135914903751,alagoinhas,BA
48110,-12.35400013354152,-38.380318336228605,catu,BA
48410,-10.594433179978497,-38.38074697963245,cicero dantas,BA
48602,-9.40277511689584,-38.21976438394056,paulo afonso,BA
48790,-10.960619571867698,-38.78738239695715,tucano,BA
49030,-10.970164794304576,-37.061643830745815,aracaju,SE
49050,-10.927157352800547,-37.063078689600516,aracaju,SE
49490,-10.716191206668059,-38.16969037202442,poco verde,SE
50771,-8.089194059120523,-34.92564794532288,recife,PE
50810,-8.032302911189309,-34.954410332217705,recife,PE
51020,-8.109659996393315,-34.89334721273588,recife,PE
51021,-8.124466128224375,-34.896920107276785,recife,PE
51250,-8.138173275583135,-34.9322264583223,recife,PE
53110,-8.028732446852084,-34.86715478143571,olinda,PE
53437,-7.930176473795966,-34.826440694351234,paulista,PE
54080,-8.110529968636387,-35.01942476643208,jaboatao dos guararapes,PE
54705,-8.003074097409037,-35.020456108661755,sao lourenco da mata,PE
55036,-8.276826510675813,-36.000013583819026,caruaru,PE
55170,-8.151652952943909,-36.36954681604157,brejo da madre de deus,PE
55296,-8.892888006125926,-36.48858119678388,garanhuns,PE
55385,-8.658607499999995,-36.318078,lajedo,PE
55540,-8.677580187145876,-35.58735900260141,palmares,PE
55644,-8.208423317991008,-35.56779396710883,gravata,PE
55814,-7.845083036047171,-35.25775907209436,carpina,PE
56250,-7.756134708582977,-40.2708052522259,trindade,PE
56304,-9.39083242853022,-40.50556809146507,petrolina,PE
56460,-8.97445277384061,-38.21986668988561,petrolandia,PE
57017,-9.640899000000005,-35.74474649999999,maceio,AL
58038,-7.101960317242725,-34.84236014348782,joão pessoa,PB
58078,-7.180554059120531,-34.88242913849615,joao pessoa,PB
58880,-6.3798659151622745,-37.82503164805101,brejo dos santos,PB
59069,-5.8450761509896445,-35.2423493336027,natal,RN
59077,-5.84026560421836,-35.20826026672055,natal,RN
59151,-5.882257292719153,-35.2040340366164,parnamirim,RN
59200,-6.231369044510069,-36.0208031553571,santa cruz,RN
60175,-3.7234404281565685,-38.47693909661432,fortaleza,CE
60320,-3.727902784537524,-38.560445470261314,fortaleza,CE
60335,-3.713471095804672,-38.55807566583006,fortaleza,CE
60763,-3.8169543789999807,-38.592254999999966,fortaleza,CE
61932,-3.8541886300200434,-38.58477618380895,maracanau,CE
62030,-3.6682292357181163,-40.37281407181986,sobral,CE
62380,-4.166813756806272,-40.75206516990775,guaraciaba do norte,CE
62400,-2.906605966187089,-40.84265447432061,camocim,CE
62700,-4.35771145747809,-39.31491288210802,caninde,CE
63011,-7.198938075795342,-39.31943129384031,juazeiro do norte,CE
63125,-7.236980312203903,-39.39516068035979,crato,CE
63515,-6.252816380707373,-39.19933766893757,quixelô,CE
63765,-4.942095128939913,-40.53839853792978,sucesso,CE
64260,-4.266378331490602,-41.77837489461923,piripiri,PI
65072,-2.5460792339719513,-44.3089863702464,são luís,MA
65066,-2.5070346576439486,-44.21214992867017,sao luis,MA
65067,-2.4863595238302167,-44.2333616871893,sao luis,MA
65043,-2.5643920988495608,-44.26473253641824,sao luis,MA
65510,-3.632300980197133,-43.113998235147854,mata roma,MA
65740,-4.751404235220042,-44.93839063876921,pocao de pedras,MA
65790,-5.573837987577579,-44.38433463702893,sao domingos do maranhao,MA
65950,-5.508554017485669,-45.23964287233554,barra do corda,MA
66040,-1.455169760979064,-48.481834892319185,belem,PA
66080,-1.4219309958450534,-48.466488682353244,belem,PA
66914,-1.353804369698152,-48.436815200530866,belem,PA
68138,-3.8680705441363905,-54.215231563619774,placas,PA
68750,-0.7380879143105327,-47.856961271833555,curuca,PA
69037,-3.0759726414735384,-60.0860595364418,manaus,AM
69018,-2.9733894929421356,-60.00682927953094,manaus,AM
69303,2.8032987716650717,-60.67586684273407,boa vista,RR
69908,-10.013767311448733,-67.78332046811606,rio branco,AC
70340,-15.798091761179561,-47.8935500981107,brasilia,DF
70361,-15.818442715961801,-47.91715259227622,brasilia,DF
70673,-15.806524500000004,-47.93582925,brasilia,DF
70680,-15.78404999999995,-47.91689999999997,brasília,DF
70740,-15.769799999999993,-47.89016774999999,brasilia,DF
70767,-15.746057999999998,-47.894445,brasilia,DF
70737,-15.773458610046747,-47.88547446779968,brasilia,DF
70856,-15.761172953338969,-47.878636368437625,brasilia,DF
71015,-15.825499262113878,-47.988239015414955,brasília,DF
71200,-15.805754999999998,-47.96828099999999,brasilia,DF
71691,-15.906466093180695,-47.77423989072256,brasilia,DF
71937,-15.838387228836043,-48.011479281265224,brasilia,DF
72016,-15.837492023626664,-48.06334858565047,brasilia,DF
72145,-15.808625940558905,-48.09307854487662,brasilia,DF
72135,-15.812449473573292,-48.07349588375061,brasilia,DF
72220,-15.838528302842303,-48.110470859171926,ceilandia,DF
72450,-16.008511777961637,-48.05001692124417,brasilia,DF
72460,-16.02294658397918,-48.05071815778448,brasilia,DF
72801,-16.256510999999996,-47.96285546547072,luziania,GO
72862,-16.103506759492763,-48.08927105622765,novo gama,GO
73080,-15.628575585570687,-47.82818183221465,brasilia,DF
73105,-15.654091048625503,-47.86089188525851,brasilia,DF
73360,-15.62299518535027,-47.65010744842545,brasilia,DF
73780,-14.980008322372788,-47.77846316061065,agua fria de goias,GO
73752,-15.454584999999952,-47.60120021499995,planaltina,GO
73900,-14.078271318010032,-46.35957202767279,posse,GO
74160,-16.696446874943895,-49.26452440440847,goiania,GO
74366,-16.715153857534975,-49.32516023026103,goiania,GO
74343,-16.73600057496822,-49.302574082711196,goiania,GO
74355,-16.774395987487942,-49.356255349017985,goiania,GO
74323,-16.69955774566663,-49.31646534449651,goiânia,GO
74477,-16.589197378883632,-49.37550517746181,goiania,GO
74550,-16.64535074864296,-49.290287092233314,goiania,GO
74645,-16.671296999999946,-49.237248499999964,goiania,GO
74620,-16.66460157672196,-49.22295154031332,goiânia,GO
74930,-16.77015400112626,-49.34004189470734,aparecida de goiania,GO
74905,-16.743197999999946,-49.260373999999956,aparecida de goiania,GO
75106,-16.35896592547895,-48.943780413088355,anapolis,GO
75400,-16.33868934903781,-49.514753603848774,inhumas,GO
75690,-17.73809306838113,-48.61592058436871,caldas novas,GO
75640,-17.303533209194768,-49.02125605030914,piracanjuba,GO
75805,-17.876500006057867,-51.71943343997603,jatai,GO
76600,-15.941419739351268,-50.14285866371175,goias,GO
76812,-8.782796007707294,-63.845103578708766,porto velho,RO
76908,-10.882510303598327,-61.92569214064854,ji-parana,RO
76980,-12.746557845117692,-60.145102048037096,vilhena,RO
77360,-12.617158795204773,-47.879138773102355,parana,TO
77500,-10.718468400245483,-48.40892080773838,porto nacional,TO
78043,-15.584669512986082,-56.10089206079052,cuiaba,MT
78552,-11.829317247041294,-55.49644289081176,sinop,MT
78652,-10.645695310957183,-51.5682033250314,confresa,MT
78716,-16.438354742714523,-54.6439153411045,rondonopolis,MT
78705,-16.459042904113158,-54.656015716617055,rondonopolis,MT
78830,-15.812079109113663,-54.922725734434536,dom aquino,MT
79070,-20.513026655837066,-54.61051356425641,campo grande,MS
79096,-20.51785256943139,-54.684589066558,campo grande,MS
79400,-18.498574618152826,-54.751548779899416,coxim,MS
79540,-19.11358227631166,-51.735721236674244,cassilandia,MS
80050,-25.439106561486458,-49.23689875714125,curitiba,PR
80045,-25.42552957617298,-49.254479518177625,curitiba,PR
80240,-25.453155877315545,-49.2850395992267,curitiba,PR
